Entry	Reviewed	Gene Names
P96827	unreviewed	Rv0150c
P96837	unreviewed	Rv3555c
P96845	unreviewed	fadE32 Rv3563
P96857	unreviewed	Rv3575c
P96859	unreviewed	Rv3577
P96872	unreviewed	Rv3267
P96874	unreviewed	Rv3269
P96876	unreviewed	Rv3271c
P96882	unreviewed	Rv3277
P96883	unreviewed	Rv3278c
P96894	unreviewed	Rv3289c
P96900	unreviewed	Rv3295
P96901	unreviewed	lhr Rv3296
P96903	unreviewed	lpqC Rv3298c
P96912	unreviewed	Rv0622
P96923	unreviewed	Rv0633c
P96935	unreviewed	lipG Rv0646c
P96941	unreviewed	Rv0653c
Q10675	unreviewed	cobG Rv2064
Q10881	unreviewed	hycD hevD Rv0084
Q10883	unreviewed	hycQ Rv0086
Q11028	unreviewed	Rv1358
Q11061	unreviewed	Rv1257c
Q11064	unreviewed	Rv1254
Q50584	unreviewed	Rv1523
Q50616	unreviewed	Rv1817
Q50655	unreviewed	Rv0094c Rv3467
Q50662	unreviewed	Rv2303c
Q50699	unreviewed	Rv1277
Q50732	unreviewed	Rv2566
Q6MWV6	unreviewed	PE_PGRS59 Rv3595c
Q6MWW0	unreviewed	PPE64 Rv3558
Q6MWW6	unreviewed	PE_PGRS57 Rv3514
Q6MWW8	unreviewed	PE_PGRS55 Rv3511
Q6MWW9	unreviewed	PE_PGRS53 Rv3507
Q6MWX1	unreviewed	PPE60 mtb39c Rv3478
Q6MWX3	unreviewed	rmlB3 Rv3468c
Q6MWX4	unreviewed	Rv3395A
Q6MWX5	unreviewed	PE_PGRS52 Rv3388
Q6MWX8	unreviewed	PPE56 Rv3350c
Q6MWX9	unreviewed	PPE55 Rv3347c
Q6MWY0	unreviewed	PE_PGRS50 Rv3345c
Q6MWY3	unreviewed	moaX Rv3323c
Q6MWZ8	unreviewed	TB9.4 Rv3208A
Q6MX03	unreviewed	mesT lipS Rv3176c
Q6MX04	unreviewed	PPE53 Rv3159c
Q6MX15	unreviewed	atsF Rv3077
Q6MX17	unreviewed	PE29 Rv3022A
Q6MX22	unreviewed	Rv2943A
Q6MX26	unreviewed	PE_PGRS48 Rv2853
Q6MX28	unreviewed	PE_PGRS7 Rv0578c
Q6MX36	unreviewed	Rv0492A
Q6MX47	unreviewed	Rv0318c
Q6MX49	unreviewed	PPE5 Rv0304c
Q79FA1	unreviewed	PE34 Rv3746c
Q79FA2	unreviewed	PPE67 Rv3739c
Q79FA8	unreviewed	PE27 Rv2769c
Q79FA9	unreviewed	PPE43 Rv2768c
Q79FC4	unreviewed	Rv2614A
Q79FD3	unreviewed	PE26 Rv2519
Q79FD4	unreviewed	PE_PGRS43 Rv2490c
Q79FD9	unreviewed	Rv2438A
Q79FE4	unreviewed	Rv2401A
Q79FE6	unreviewed	PE_PGRS41 aprC Rv2396
Q79FE8	unreviewed	mbtJ lipK Rv2385
Q79FE9	unreviewed	PE_PGRS40 Rv2371
Q79FF3	unreviewed	PPE39 Rv2353c
Q79FF7	unreviewed	Rv2331A
Q79FG2	unreviewed	Rv2307B
Q79FG7	unreviewed	Rv2219A
Q79FI8	unreviewed	PPE35 Rv1918c
Q79FJ9	unreviewed	PE_PGRS32 Rv1803c
Q79FK4	unreviewed	PE19 Rv1791
Q79FK5	unreviewed	PPE27 Rv1790
Q79FK9	unreviewed	PE_PGRS31 Rv1768
Q79FL4	unreviewed	Rv1706A
Q79FN0	unreviewed	Rv1508A
Q79FP1	unreviewed	PE_PGRS28 Rv1452c
Q79FP2	unreviewed	PE_PGRS27 Rv1450c
Q79FQ6	unreviewed	Rv1290A
Q79FQ7	unreviewed	PE_PGRS23 Rv1243c
Q79FS5	unreviewed	PE_PGRS22 Rv1091
Q79FT0	unreviewed	PE_PGRS21 Rv1087
Q79FT3	unreviewed	PE_PGRS19 Rv1067c
Q79FT7	unreviewed	kdpF Rv1028A
Q79FV3	unreviewed	PE_PGRS15 Rv0872c
Q79FV6	unreviewed	PE_PGRS14 Rv0834c
Q79FV7	unreviewed	PE_PGRS13 Rv0833
Q79FV8	unreviewed	PE_PGRS12 Rv0832
Q79FW8	unreviewed	PE_PGRS9 Rv0746
Q79FW9	unreviewed	PE_PGRS8 DSI28_18390 DSL01_11240 Rv0742
Q79FX5	unreviewed	fabD2 Rv0649
Q79FY5	unreviewed	Rv0609A
Q79FY7	unreviewed	mce2A mce2 Rv0589
Q79G00	unreviewed	mce1R Rv0165c
Q79G05	unreviewed	PE2 Rv0152c
Q79G06	unreviewed	PE1 Rv0151c
Q79G08	unreviewed	PE_PGRS2 Rv0124
Q7BV63	unreviewed	ceoB DKC2_2831
V5QPR5	unreviewed	Rv0530A
V5QPR9	unreviewed	aprA Rv2395A
V5QQR7	unreviewed	Rv1366A
V5QRX2	unreviewed	aprB Rv2395B
